http://irk.ru/,"","Все новости Иркутска. Эксперты, блоги, интервью, аналитика, фоторепортажи. Все о жизни города."
http://lenta.ru/,"","Новости, статьи, фотографии, видео. Семь дней в неделю, 24 часа в сутки."
